,Postcode,Price,Type,Bedroom2,Bathroom,BuildingArea,YearBuilt,Distance,Suburb,CouncilArea,Regionname,avg_price
5406,3121.0,1200000.0,t,2.0,2.0,89.0,1940.0,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5407,3121.0,1555000.0,h,3.0,2.0,164.0,1900.0,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5408,3121.0,1361000.0,h,3.0,2.0,102.0,,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5409,3121.0,1540000.0,h,3.0,1.0,,,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5410,3121.0,1582000.0,t,3.0,3.0,184.0,2005.0,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5411,3121.0,712000.0,u,2.0,1.0,,2012.0,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5412,3121.0,2055000.0,h,3.0,1.0,121.0,1960.0,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5413,3121.0,1012000.0,t,3.0,2.0,,,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5414,3121.0,1570000.0,h,3.0,1.0,,,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5415,3121.0,1345000.0,h,3.0,1.0,128.0,1900.0,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5416,3121.0,410000.0,u,1.0,1.0,60.0,2008.0,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5417,3121.0,696000.0,u,2.0,2.0,68.0,2008.0,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5418,3121.0,1350000.0,h,3.0,2.0,174.0,2000.0,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5419,3121.0,1405000.0,h,3.0,1.0,,,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5420,3121.0,362000.0,u,1.0,1.0,,,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5421,3121.0,760000.0,u,2.0,1.0,,,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5422,3121.0,807000.0,u,2.0,2.0,106.0,2000.0,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5423,3121.0,1495000.0,h,3.0,2.0,,,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5424,3121.0,1410000.0,h,3.0,1.0,,,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5425,3121.0,385000.0,u,1.0,1.0,50.0,2005.0,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5426,3121.0,1150000.0,h,2.0,1.0,80.0,1900.0,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5427,3121.0,1400000.0,h,3.0,1.0,,,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5428,3121.0,1775000.0,h,4.0,1.0,144.0,1900.0,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5429,3121.0,360000.0,u,1.0,1.0,,,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5430,3121.0,1270000.0,h,3.0,1.0,92.0,1910.0,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5431,3121.0,827500.0,h,2.0,1.0,72.0,1900.0,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5432,3121.0,1500000.0,h,4.0,2.0,89.0,,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5433,3121.0,560000.0,u,2.0,2.0,70.0,2004.0,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5434,3121.0,1165000.0,h,3.0,1.0,170.0,,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5435,3121.0,790000.0,u,2.0,2.0,91.0,2013.0,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5436,3121.0,870000.0,h,2.0,1.0,,,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5437,3121.0,1185000.0,h,2.0,2.0,,,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5438,3121.0,1212500.0,h,4.0,3.0,108.0,2010.0,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5439,3121.0,1125000.0,h,2.0,1.0,74.0,1900.0,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5440,3121.0,1520000.0,h,3.0,1.0,100.0,1900.0,2.6,Richmond,Yarra,Northern Metropolitan,162.26273885350318
5441,3084.0,1101500.0,h,4.0,2.0,207.0,1960.0,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5442,3084.0,971000.0,h,3.0,1.0,,,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5443,3084.0,1020000.0,h,4.0,2.0,181.0,1940.0,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5444,3084.0,560000.0,u,3.0,1.0,112.0,2000.0,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5445,3084.0,1050000.0,h,3.0,1.0,205.0,1950.0,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5446,3084.0,1155000.0,h,3.0,2.0,,,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5447,3084.0,531000.0,t,2.0,1.0,89.0,1990.0,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5448,3084.0,620000.0,h,3.0,1.0,134.0,1940.0,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5449,3084.0,780000.0,h,3.0,1.0,154.0,1970.0,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5450,3084.0,1051000.0,h,4.0,2.0,,,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5452,3084.0,720000.0,h,3.0,1.0,,,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5453,3084.0,633000.0,u,3.0,1.0,,,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5454,3084.0,725000.0,h,2.0,2.0,,1945.0,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5455,3084.0,821000.0,h,3.0,1.0,148.0,1950.0,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5456,3084.0,915000.0,h,4.0,3.0,185.0,2008.0,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5457,3084.0,600000.0,u,3.0,2.0,,2010.0,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5458,3084.0,890000.0,h,4.0,3.0,182.0,1970.0,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5459,3084.0,1245000.0,h,3.0,3.0,,,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5460,3084.0,430000.0,h,2.0,1.0,83.0,1980.0,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5461,3084.0,860000.0,h,3.0,1.0,,,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5462,3084.0,1012000.0,h,3.0,2.0,142.0,2015.0,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5463,3084.0,1020000.0,h,3.0,1.0,141.0,1960.0,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5464,3084.0,635000.0,u,2.0,1.0,,,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5465,3084.0,515000.0,t,2.0,1.0,,,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5466,3084.0,1610000.0,h,4.0,1.0,,,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5467,3084.0,1200000.0,h,2.0,1.0,,,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5468,3084.0,1270000.0,h,4.0,2.0,230.0,1950.0,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5469,3084.0,515000.0,h,3.0,2.0,99.0,1955.0,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5470,3084.0,780000.0,u,3.0,1.0,,,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5471,3084.0,1000000.0,h,3.0,1.0,,,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5472,3084.0,867000.0,h,3.0,1.0,51.0,1960.0,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5473,3084.0,945000.0,h,3.0,1.0,135.0,1960.0,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5474,3084.0,618000.0,u,2.0,1.0,96.0,1980.0,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5475,3084.0,1720000.0,h,4.0,4.0,,,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5476,3084.0,601000.0,u,3.0,2.0,142.0,2006.0,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5477,3084.0,852000.0,h,3.0,1.0,,1946.0,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5478,3084.0,452000.0,u,2.0,1.0,,1965.0,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5479,3084.0,1021000.0,h,4.0,2.0,,1950.0,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5480,3084.0,710000.0,t,3.0,1.0,,,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5481,3084.0,990000.0,t,3.0,2.0,,,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5482,3084.0,908000.0,h,3.0,1.0,125.0,1950.0,11.4,Rosanna,Banyule,Eastern Metropolitan,126.41095890410959
5483,3011.0,1145000.0,h,3.0,1.0,116.0,1890.0,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5484,3011.0,970000.0,h,3.0,1.0,98.0,1890.0,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5485,3011.0,1325000.0,h,3.0,3.0,211.0,2015.0,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5486,3011.0,450000.0,u,2.0,1.0,65.0,1970.0,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5487,3011.0,1330000.0,h,3.0,3.0,187.0,2012.0,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5488,3011.0,1075000.0,h,3.0,2.0,140.0,1900.0,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5489,3011.0,937500.0,h,2.0,2.0,,,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5490,3011.0,1350000.0,h,3.0,3.0,211.0,2015.0,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5491,3011.0,1201000.0,h,4.0,2.0,158.0,1910.0,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5492,3011.0,990000.0,h,3.0,1.0,134.0,1910.0,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5493,3011.0,720000.0,t,2.0,1.0,127.0,2011.0,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5494,3011.0,780000.0,h,2.0,1.0,,,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5495,3011.0,880000.0,h,3.0,1.0,125.0,1890.0,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5496,3011.0,920000.0,h,3.0,2.0,132.0,2000.0,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5497,3011.0,1395000.0,h,3.0,1.0,155.0,1946.0,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5498,3011.0,965000.0,h,3.0,1.0,104.0,1910.0,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5499,3011.0,920000.0,h,3.0,2.0,149.0,1910.0,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5500,3011.0,1001000.0,h,2.0,1.0,,,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5501,3011.0,755000.0,t,2.0,2.0,,,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5502,3011.0,875000.0,h,3.0,2.0,154.0,2000.0,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5503,3011.0,822500.0,h,2.0,2.0,111.0,1930.0,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5504,3011.0,990000.0,h,2.0,1.0,,,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5505,3011.0,1080000.0,h,3.0,1.0,111.0,1900.0,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5506,3011.0,1126000.0,h,3.0,1.0,,,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5507,3011.0,1025000.0,h,2.0,1.0,,,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5508,3011.0,1275000.0,h,5.0,3.0,218.0,1890.0,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5509,3011.0,881000.0,h,2.0,1.0,,,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5510,3011.0,955000.0,h,2.0,1.0,72.0,1912.0,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5511,3011.0,1455000.0,h,4.0,2.0,198.0,1920.0,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5512,3011.0,215000.0,u,1.0,1.0,,,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5513,3011.0,533000.0,u,2.0,1.0,62.0,2012.0,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5514,3011.0,1200000.0,h,2.0,1.0,,,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5515,3011.0,970000.0,h,2.0,2.0,127.0,1920.0,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5516,3011.0,355000.0,u,2.0,1.0,71.0,1975.0,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5517,3011.0,1032000.0,h,3.0,1.0,136.0,1900.0,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5518,3011.0,887000.0,h,2.0,1.0,,,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5519,3011.0,965000.0,h,3.0,1.0,,1940.0,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5520,3011.0,920000.0,h,2.0,1.0,,,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5521,3011.0,1270000.0,h,3.0,1.0,150.0,1890.0,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5522,3011.0,1310000.0,h,3.0,2.0,,,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5523,3011.0,815000.0,h,2.0,1.0,81.0,1900.0,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5524,3011.0,701000.0,h,2.0,1.0,,1910.0,6.6,Seddon,Maribyrnong,Western Metropolitan,95.6010101010101
5525,3205.0,593000.0,u,2.0,2.0,83.0,2012.0,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5526,3205.0,1600000.0,h,3.0,2.0,93.0,1890.0,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5527,3205.0,920500.0,h,2.0,1.0,,,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5528,3205.0,1620000.0,h,4.0,2.0,153.0,1890.0,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5529,3205.0,1002000.0,h,1.0,1.0,,1912.0,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5530,3205.0,1355000.0,h,2.0,1.0,,,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5531,3205.0,1270000.0,h,3.0,1.0,104.0,1900.0,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5533,3205.0,1405000.0,h,3.0,1.0,117.0,1880.0,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5534,3205.0,575000.0,u,2.0,2.0,,2001.0,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5535,3205.0,760500.0,u,2.0,0.0,,,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5536,3205.0,2260000.0,h,5.0,3.0,232.0,1856.0,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5537,3205.0,1150000.0,h,2.0,1.0,,,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5538,3205.0,1595000.0,h,3.0,2.0,126.0,1890.0,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5539,3205.0,595000.0,u,2.0,1.0,76.0,2004.0,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5540,3205.0,490000.0,u,2.0,1.0,56.0,2013.0,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5541,3205.0,1250000.0,h,3.0,2.0,113.0,1890.0,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5542,3205.0,862000.0,u,3.0,2.0,,2001.0,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5543,3205.0,2180000.0,h,4.0,3.0,153.0,1860.0,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5544,3205.0,930000.0,h,2.0,1.0,76.0,1900.0,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5545,3205.0,600000.0,u,2.0,1.0,,,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5546,3205.0,1200000.0,h,3.0,2.0,120.0,1910.0,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5547,3205.0,612000.0,u,2.0,1.0,,,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5548,3205.0,380000.0,u,1.0,1.0,,1960.0,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5549,3205.0,2000000.0,h,3.0,2.0,141.0,1890.0,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5550,3205.0,1500000.0,u,2.0,2.0,,2004.0,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5551,3205.0,2000000.0,h,2.0,2.0,150.0,1900.0,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5552,3205.0,1050000.0,u,2.0,2.0,122.0,2001.0,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5553,3205.0,1100000.0,h,2.0,1.0,,,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5554,3205.0,1250000.0,h,3.0,2.0,125.0,1890.0,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5555,3205.0,1650000.0,h,3.0,2.0,195.0,1890.0,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5556,3205.0,770000.0,h,3.0,2.0,,,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5557,3205.0,561000.0,u,2.0,1.0,78.0,2001.0,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5558,3205.0,1825000.0,h,3.0,2.0,153.0,1900.0,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5559,3205.0,1200000.0,h,2.0,2.0,79.0,1890.0,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5560,3205.0,1550000.0,u,3.0,4.0,230.0,,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5561,3205.0,891000.0,h,3.0,2.0,,,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5562,3205.0,1450000.0,t,3.0,2.0,,,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5563,3205.0,1360000.0,u,2.0,1.0,,,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5564,3205.0,1390000.0,h,3.0,2.0,138.0,1998.0,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5565,3205.0,1615000.0,h,4.0,3.0,220.0,2009.0,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5566,3205.0,480000.0,u,1.0,1.0,,2004.0,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5567,3205.0,1185000.0,t,3.0,2.0,3.0,,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5568,3205.0,2300000.0,h,3.0,2.0,260.0,1877.0,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5569,3205.0,1720000.0,h,3.0,1.0,,,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5570,3205.0,320000.0,u,1.0,1.0,,,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5571,3205.0,742000.0,u,3.0,2.0,90.0,2003.0,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5572,3205.0,2075000.0,h,3.0,2.0,163.0,1890.0,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5574,3205.0,560000.0,u,2.0,2.0,,,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5575,3205.0,690000.0,u,2.0,2.0,,,2.1,South Melbourne,Port Phillip,Southern Metropolitan,214.84666666666666
5576,3141.0,430000.0,u,2.0,1.0,,1970.0,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5577,3141.0,722000.0,u,2.0,1.0,86.0,2003.0,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5578,3141.0,930000.0,u,2.0,2.0,,2000.0,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5579,3141.0,467500.0,u,1.0,1.0,,,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5580,3141.0,475000.0,u,2.0,1.0,,,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5581,3141.0,850000.0,u,2.0,2.0,86.0,2014.0,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5582,3141.0,1230000.0,u,3.0,2.0,138.0,1998.0,3.3,South Yarra,Melbourne,Southern Metropolitan,157.91259931895573
5583,3141.0,965000.0,u,2.0,2.0,,,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5584,3141.0,315000.0,u,1.0,1.0,,2011.0,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5585,3141.0,1510000.0,h,3.0,5.0,,,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5586,3141.0,402000.0,u,1.0,1.0,,2013.0,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5587,3141.0,1880000.0,u,3.0,2.0,,1968.0,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5588,3141.0,422000.0,u,1.0,1.0,,,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5589,3141.0,535000.0,u,2.0,1.0,64.0,1970.0,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5590,3141.0,990000.0,u,2.0,2.0,38.0,2015.0,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5591,3141.0,695000.0,u,2.0,1.0,79.0,1930.0,3.3,South Yarra,Melbourne,Southern Metropolitan,157.91259931895573
5592,3141.0,978500.0,u,2.0,2.0,,2000.0,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5593,3141.0,863000.0,u,2.0,2.0,,1950.0,3.3,South Yarra,Melbourne,Southern Metropolitan,157.91259931895573
5594,3141.0,680000.0,u,2.0,1.0,,,3.3,South Yarra,Melbourne,Southern Metropolitan,157.91259931895573
5595,3141.0,840000.0,u,2.0,2.0,,2004.0,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5596,3141.0,450000.0,u,1.0,1.0,,,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5597,3141.0,750000.0,u,3.0,2.0,,,3.3,South Yarra,Melbourne,Southern Metropolitan,157.91259931895573
5598,3141.0,650000.0,u,2.0,1.0,,1986.0,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5599,3141.0,775000.0,u,2.0,1.0,103.0,2000.0,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5600,3141.0,572000.0,u,2.0,1.0,73.0,1960.0,3.3,South Yarra,Melbourne,Southern Metropolitan,157.91259931895573
5601,3141.0,510000.0,u,1.0,1.0,,2000.0,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5602,3141.0,1460000.0,t,2.0,2.0,148.0,1990.0,3.3,South Yarra,Melbourne,Southern Metropolitan,157.91259931895573
5603,3141.0,465000.0,u,1.0,1.0,,1970.0,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5604,3141.0,801000.0,u,2.0,2.0,,2000.0,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5605,3141.0,623500.0,u,2.0,1.0,75.0,1970.0,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5606,3141.0,409000.0,u,1.0,1.0,45.0,1970.0,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5607,3141.0,370000.0,u,1.0,1.0,,,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5608,3141.0,1250000.0,t,3.0,2.0,118.0,2003.0,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5609,3141.0,480000.0,u,1.0,1.0,,2000.0,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5610,3141.0,2325000.0,h,2.0,2.0,,,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5611,3141.0,659000.0,u,2.0,1.0,77.0,1940.0,3.3,South Yarra,Melbourne,Southern Metropolitan,157.91259931895573
5612,3141.0,780000.0,u,2.0,1.0,75.0,1960.0,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5613,3141.0,865000.0,u,2.0,2.0,,2000.0,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5614,3141.0,1455000.0,h,2.0,1.0,94.0,1890.0,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5615,3141.0,1365000.0,t,3.0,2.0,,,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5616,3141.0,411000.0,u,1.0,1.0,,,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5617,3141.0,360500.0,u,1.0,1.0,44.0,1960.0,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5618,3141.0,1300000.0,u,2.0,2.0,107.0,1986.0,3.3,South Yarra,Melbourne,Southern Metropolitan,157.91259931895573
5619,3141.0,1300000.0,u,2.0,2.0,107.0,1980.0,3.3,South Yarra,Melbourne,Southern Metropolitan,157.91259931895573
5620,3141.0,1630000.0,u,3.0,1.0,,,3.3,South Yarra,Melbourne,Southern Metropolitan,157.91259931895573
5621,3141.0,625000.0,u,2.0,1.0,,,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5623,3141.0,490000.0,u,1.0,1.0,,,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5624,3141.0,955000.0,u,1.0,1.0,85.0,,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5625,3141.0,380000.0,u,1.0,1.0,41.0,1980.0,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5626,3141.0,601000.0,u,2.0,1.0,,1970.0,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
5627,3141.0,450000.0,u,1.0,1.0,,,3.3,South Yarra,Stonnington,Southern Metropolitan,157.91259931895573
